steming_data,Sentiment,tokenized_tweet
syukur kasih makan siang gratis kasih protes kasih protes enak mah bawa bekal rumah biar enak tuh makan wkwkw,Positif,"[59, 17, 1, 3, 2, 17, 253, 17, 253, 31, 94, 130, 279, 76, 41, 31, 29, 1, 837]"
ya inti susah selera anak sd makan siang gratis istilah picky eater maki syukur negara kritik evaluasi validasi,Netral,"[6, 596, 166, 457, 7, 80, 1, 3, 2, 2853, 483, 576, 2738, 59, 22, 116, 329, 2335]"
rela makan siang gratis kasih sekolah nenek makan,Positif,"[677, 1, 3, 2, 17, 8, 2072, 1]"
era jokowi tan urus kalung covid menhan urus food estate era prabowo komdigi urus makan siang gratis berantas judol buk 6 januari 2025 tangkapgantungjokowidodo tangkapgantungjokowidodo benamkankaisaraguan,Positif,"[564, 300, 2195, 124, 6737, 2597, 4187, 124, 265, 1910, 564, 21, 4188, 124, 1, 3, 2, 970, 983, 2598, 415, 674, 151, 6738, 6738, 6739]"
makan siang gratis,Positif,"[1, 3, 2]"
makan bawa pulang mama adik makan orang rumah solusi makan siang gratis skolahan bukti orang susah solusi mbak tuh klrganya mbak kmdian bwa pulang aneh kali,Positif,"[1, 130, 287, 1351, 885, 1, 11, 76, 167, 1, 3, 2, 5456, 142, 11, 166, 167, 9, 29, 13029, 9, 13030, 5004, 287, 153, 86]"
perut makhluk tuhan sehat makan siang gratis,Positif,"[358, 5231, 762, 35, 1, 3, 2]"
gibran wapres hasil makan siang gratis,Positif,"[178, 417, 60, 1, 3, 2]"
giat jumat berkah forkopincam bandar sribhawono dukung usaha camat bandar sribhawono laksana giat jumat berkah makan siang gizi gratis sd n 5 bandar agung giat dilaksanakn jumat tanggal 24 januari 2025,Positif,"[277, 203, 263, 0, 2051, 0, 24, 327, 591, 2051, 0, 109, 277, 203, 263, 1, 3, 5, 2, 80, 513, 165, 2051, 1352, 277, 0, 203, 2101, 2218, 674, 151]"
hasil makan siang gizi gratis food prep kamis jumat,Positif,"[60, 1, 3, 5, 2, 265, 12153, 1504, 203]"
deddy corbuzier kesal sentil siswa komplain makan siang gizi gratis,Positif,"[426, 785, 7654, 3364, 36, 478, 1, 3, 5, 2]"
bom makan siang gratis wowo,Positif,"[722, 1, 3, 2, 283]"
makan siang rendang gratis makan pas hajat ci shani,Positif,"[1, 3, 1817, 2, 1, 83, 2023, 2647, 0]"
makan siang gratis,Positif,"[1, 3, 2]"
biar makan siang gratis hidup imagine is fully healed,Positif,"[41, 1, 3, 2, 135, 4586, 619, 9209, 9210]"
buset keti kayak makan siang gratis,Netral,"[1781, 10733, 15, 1, 3, 2]"
konsepide terima orang orang usaha dasar gagal tuju banget nyata contoh makan siang gratis usaha uang pribadi wujud konsep betapa gagal konsep,Positif,"[0, 53, 11, 11, 327, 169, 264, 56, 20, 138, 326, 1, 3, 2, 327, 26, 269, 218, 434, 1634, 264, 434]"
quote makan siang gratis,Positif,"[4891, 1, 3, 2]"
riset kalah program makan siang gratis bu,Netral,"[913, 461, 4, 1, 3, 2, 579]"
makan siang gratis malay,Positif,"[1, 3, 2, 2728]"
era jokowi tan urus kalung covid menhan urus food estate era prabowo komdigi urus makan siang gratis berantas judol buk 6 januari 2025 tangkapgantungjokowidodo benamkankaisaraguan,Positif,"[564, 300, 2195, 124, 6737, 2597, 4187, 124, 265, 1910, 564, 21, 4188, 124, 1, 3, 2, 970, 983, 2598, 415, 674, 151, 6738, 6739]"
gua suka efisiensi belanja perintah potong jalan dinas cetak but all of these are just for makan siang gratis,Negatif,"[77, 102, 759, 753, 13, 122, 40, 630, 898, 1264, 1490, 420, 9744, 9736, 1440, 755, 1, 3, 2]"
polrestabes palembang makan siang gratis polsek kertapati polrestabes palembang polsek kertapati laksana program sosial jum at berkah paket nasi gratis masyarakat butuh,Positif,"[718, 431, 1, 3, 2, 530, 0, 718, 431, 530, 0, 109, 4, 425, 1543, 193, 263, 697, 30, 2, 58, 45]"
komika abdur arsyad solusi makan siang gizi gratis simpel jujur prabowo sih paham,Positif,"[6503, 6504, 6505, 167, 1, 3, 5, 2, 1604, 191, 21, 10, 241]"
ayo warga miskin kemang makan siang gratis besok,Positif,"[430, 162, 66, 13024, 1, 3, 2, 450]"
gara program makan siang gratis orang sok peduli papua,Netral,"[482, 4, 1, 3, 2, 11, 336, 405, 314]"
sekolah dapur urus makan siang gratis kayak jepang ya menu diupgrade gizi nasi anakanak protein hewani susu wajib terima kasih,Positif,"[8, 201, 124, 1, 3, 2, 15, 268, 6, 25, 0, 5, 30, 52, 807, 4438, 63, 475, 53, 17]"
makan siang gratis ku gendut,Netral,"[1, 3, 2, 302, 311]"
bpjs full gratis makan siang cuman dar makan siang mah orang indonesia makan,Positif,"[402, 754, 2, 1, 3, 206, 510, 1, 3, 94, 11, 14, 1]"
terima kasih probowo makan siang gratis prabowogibran mayorteddy,Positif,"[53, 17, 4538, 1, 3, 2, 813, 7819]"
xukup gizi mah makan siang gratis,Positif,"[11436, 5, 94, 1, 3, 2]"
orang papua ngomel sih tanah keruk hutan babat makan siang gratis kayak kayak daerah hasil dikit,Negatif,"[11, 314, 3809, 10, 646, 1616, 1166, 2417, 1, 3, 2, 15, 15, 91, 60, 531]"
bro emas papua dibagiin warga butuh makan siang gratis ngemis 2 juta hectare hutan gundul banding makan ceban,Positif,"[404, 240, 314, 2404, 162, 45, 1, 3, 2, 921, 84, 113, 5735, 1166, 1609, 103, 1, 2918]"
kayak sekolah anak makan siang gratis ya tpa amp paud sekolah dapur masak pas makan siang fresh,Positif,"[15, 8, 7, 1, 3, 2, 6, 9809, 64, 2565, 8, 201, 207, 83, 1, 3, 2832]"
sa bedek adik makan siang gratis,Positif,"[4425, 10836, 885, 1, 3, 2]"
mulyono wakil anak sayang nara sumber makan siang gratis susu tugas posyandu ngatasi,Negatif,"[411, 386, 7, 359, 3403, 286, 1, 3, 2, 63, 599, 1964, 4361]"
no wonder oke gas makan siang gratis menang,Positif,"[474, 6647, 219, 267, 1, 3, 2, 403]"
praktek korupsi kolusi makan siang gratis,Netral,"[1857, 62, 11947, 1, 3, 2]"
aman kaprodinya sepupu auto a sih nilai ya kaki kiri pakai swallow bekas injak tahi ayam rt ya kali gua cium sayang sumph makan siang gratis gua mah,Netral,"[320, 7835, 1869, 2115, 419, 10, 249, 6, 1261, 1057, 28, 7836, 1236, 3406, 378, 150, 1231, 6, 86, 77, 2589, 359, 7837, 1, 3, 2, 77, 94]"
madrid makan siang gratis fan ya,Positif,"[10220, 1, 3, 2, 2262, 6]"
makan siang gratis,Positif,"[1, 3, 2]"
sih makan siang gratis bayar hutang jatuh tempo sbn 2025 ya,Positif,"[10, 1, 3, 2, 44, 149, 698, 1012, 5676, 151, 6]"
sarap gratis makan siang gratis orangtua asih transport doang nih,Positif,"[214, 2, 1, 3, 2, 899, 92, 2502, 104, 50]"
lol buta bilang bangun bangun alam makan siang gratis jatuh mulu mendramatisir derita kritis bangunmawas omong kosong hahahh,Negatif,"[907, 2450, 42, 108, 108, 568, 1, 3, 2, 698, 507, 10713, 1573, 987, 10714, 134, 887, 10715]"
mbokyuli korban makan siang gizi gratis,Netral,"[10010, 427, 1, 3, 5, 2]"
makan siang gratis ya,Positif,"[1, 3, 2, 6]"
sejati program makan siang gratis pantau publikasi sosmed siswa program bebas opini program,Positif,"[1753, 4, 1, 3, 2, 356, 3666, 1497, 36, 4, 741, 650, 4]"
makan siang gratis minum gratis,Positif,"[1, 3, 2, 479, 2]"
makan siang gratis,Positif,"[1, 3, 2]"
makan siang gratis,Positif,"[1, 3, 2]"
sabar ospek leot makan siang gratis guweh,Positif,"[891, 11704, 11705, 1, 3, 2, 2550]"
umm tau ya makan siang gratis negeri ketat atur pakai dokter ahli gizi tentu menu masak langsung sekolah masak punchef kudu experience dar nasi kotak,Positif,"[3787, 51, 6, 1, 3, 2, 111, 529, 456, 28, 878, 410, 5, 2914, 25, 207, 110, 8, 207, 5723, 1165, 3788, 510, 30, 143]"
makan siang gizi gratis day 15 hae guys sorry review lupa update btw makan cepat lauk aneh kayak campur telur dihancurin jujur bikin nafsu makan susu,Netral,"[1, 3, 5, 2, 1365, 877, 7609, 822, 1344, 756, 308, 946, 636, 1, 316, 159, 153, 15, 1259, 554, 7610, 191, 23, 871, 1, 63]"
makan siang gratis makan siang gratis tahi kelimpungan sektor,Positif,"[1, 3, 2, 1, 3, 2, 378, 2821, 1520]"
makan siang gratis tuh pengaruh negara maju sih,Positif,"[1, 3, 2, 29, 1433, 22, 297, 10]"
makan siang gratis,Positif,"[1, 3, 2]"
program makan siang gratis gizi buruk indonesia ayo dukung makanbergizigratis,Positif,"[4, 1, 3, 2, 5, 387, 14, 430, 24, 156]"
ket krungu ide makan siang gratis wae wes aneh,Positif,"[10288, 4853, 318, 1, 3, 2, 2407, 2001, 153]"
anggar latih masyarakat anggar latih tugas kantor hilang sehat sehat deh makan siang gratis latih moga masyarakat paham musti dilakuin,Positif,"[19, 395, 58, 19, 395, 599, 349, 381, 35, 35, 114, 1, 3, 2, 395, 148, 58, 241, 1909, 1482]"
polrestabes palembang makan siang gratis polsek kertapati back basic and proportional poldasumsel poldasumateraselatan polisisumsel polrestabespalembang polisipalembang polisiindonesia polripresisi,Positif,"[718, 431, 1, 3, 2, 530, 0, 3076, 1983, 534, 9439, 4977, 9440, 9441, 9442, 9443, 2000, 2202]"
bhayangkari korlantas polri jumat berkah bagibagi makan siang gratis kendara jalan gatot subroto jakarta selatan kantor korlantas arah pancoran pasangmata lalulintas berbuatbaik jumatberkah,Positif,"[2331, 5041, 811, 203, 263, 830, 1, 3, 2, 1390, 40, 5042, 9737, 160, 577, 349, 5041, 769, 9738, 9739, 9740, 9741, 3420]"
nih makan siang gratis gua ke96,Netral,"[50, 1, 3, 2, 77, 8576]"
relate selera menndapatkan makan siang gratis makan lauk chicken nugget chicken karaage iya lauk sederhana menu makan siang gratis cmiiw,Positif,"[667, 457, 6689, 1, 3, 2, 1, 159, 2592, 3158, 2592, 6690, 231, 159, 1053, 25, 1, 3, 2, 6691]"
btw mbendino bocah nekoki makan siang gratis dikiro wali kelas e ki erti po piyee,Netral,"[636, 0, 623, 0, 1, 3, 2, 0, 1388, 225, 594, 1188, 421, 3002, 0]"
lumpuh sih kang dana tsbt biaya makan siang gratis gizi presiden habis akal ambil dana msg prabowo mesti cermin perintah pusat laku angkat amp kasih fasilitas pjb pusat,Positif,"[3830, 10, 2434, 18, 5846, 57, 1, 3, 2, 5, 32, 87, 237, 133, 18, 305, 21, 514, 2435, 13, 488, 292, 654, 64, 17, 354, 5847, 488]"
kepsek a bas ganti sekolah ganti kepsek b 5 jabat sekolah bagus pembangungan plot twist kepsek b jabat tau korupsi sekolah korupsi duit bagusin sekolah korup bisa2 makan siang gratis,Negatif,"[1315, 419, 2010, 115, 8, 115, 1315, 1036, 165, 61, 8, 82, 11771, 3702, 5409, 1315, 1036, 61, 51, 62, 8, 62, 37, 4597, 8, 373, 3604, 1, 3, 2]"
rt amp share makan siang gratis yes please sayurbox bagibagi voucher 50ribu minimal belanja kode sbxmakansiang laku sd 31 khusus jabodetabek surabaya gaji promo lengkap cek,Netral,"[1231, 64, 1067, 1, 3, 2, 1582, 1152, 2872, 830, 1232, 5541, 364, 753, 2873, 5542, 292, 80, 3732, 377, 2364, 1004, 72, 2365, 380, 563]"
rt amp share makan siang gratis yes please sayurbox bagibagi voucher 50ribu minimal belanja kode sbxmakansiang laku sd 31 khusus jabodetabek surabaya gaji promo lengkap cek,Netral,"[1231, 64, 1067, 1, 3, 2, 1582, 1152, 2872, 830, 1232, 5541, 364, 753, 2873, 5542, 292, 80, 3732, 377, 2364, 1004, 72, 2365, 380, 563]"
makan siang gratis,Positif,"[1, 3, 2]"
sih template wadah makan siang gratis,Positif,"[10, 3684, 691, 1, 3, 2]"
alhamdulillah ramai siang terimakasih langgan sambel pee simbok makan gratis 1 rupiah khusus dek ariel tatum galaxys25ultra segarberkonten galaxys25,Positif,"[441, 1281, 3, 553, 3335, 1522, 13083, 13084, 1, 2, 55, 690, 377, 957, 3120, 3121, 13085, 13086, 13087]"
beras jidat sisa makan siang gratis kah,Netral,"[659, 8785, 584, 1, 3, 2, 144]"
makan siang gratis,Positif,"[1, 3, 2]"
asmin subuh biasalahh sarap rekap makan siang gratis,Positif,"[10507, 2252, 10508, 214, 10509, 1, 3, 2]"
siang mas bro yuk makan gizi gratis,Positif,"[3, 293, 404, 523, 1, 5, 2]"
makan siang gratis,Positif,"[1, 3, 2]"
selamat jumat sobat laut siang yuk baca info tarik kait tangan sampah program makan gizi gratis mbz prabowo wastemanagement,Positif,"[192, 203, 2172, 312, 3, 523, 255, 602, 390, 416, 471, 644, 4, 1, 5, 2, 6580, 21, 6581]"
tuh anggar didik anggar bpjs anggar transum anggar perlinsos teman keluarga rentan makan siang gratis subsidi sedia transum jamin sehat sekolah ajar kualitas,Positif,"[29, 19, 38, 19, 402, 19, 12081, 19, 0, 504, 139, 2456, 1, 3, 2, 371, 197, 12081, 325, 35, 8, 73, 106]"
efek efisiensi makan siang gratis,Positif,"[469, 759, 1, 3, 2]"
the real makan siang gratis,Positif,"[212, 772, 1, 3, 2]"
memek gegara program makan siang gratis kah budget acara organisasi indonesia cut bejir,Netral,"[7094, 869, 4, 1, 3, 2, 144, 170, 556, 3239, 14, 2225, 4299]"
terimakasih coutinho goalmu hasil transfer bantu liverpool,Positif,"[553, 12745, 12746, 60, 2740, 47, 3534]"
poin tuju layak hapus poin betulbetul arti makan siang gratis,Positif,"[1295, 56, 88, 282, 1295, 4256, 2320, 1, 3, 2]"
dingge makan siang gratis kui danane,Positif,"[13104, 1, 3, 2, 3315, 13105]"
makan siang gratis,Positif,"[1, 3, 2]"
reminder makan siang gratis ujung ungkit ya suruh balikin balikin orgnya bilang barng mhon maaf terima brng ya,Positif,"[5025, 1, 3, 2, 389, 12569, 6, 65, 1669, 1669, 3633, 42, 12570, 12571, 205, 53, 12572, 6]"
andai uang makan siang gratis pakai makan gratis,Positif,"[1256, 26, 1, 3, 2, 28, 1, 2]"
kasih makan siang gratis,Positif,"[17, 1, 3, 2]"
program makan siang gratis zaman nama nabi,Positif,"[4, 1, 3, 2, 1677, 75, 3495]"
makan siang gratis nderrr,Positif,"[1, 3, 2, 3967]"
makan siang gratis gemuk menteri lol,Netral,"[1, 3, 2, 1089, 183, 907]"
biar nilai rendah indak tinggal joget makan siang gratis,Positif,"[41, 249, 487, 615, 141, 906, 1, 3, 2]"
harap makan siang gratis menu kayak gin ngebayangin,Netral,"[168, 1, 3, 2, 25, 15, 81, 4717]"
program makan siang gratis kantor program jalan ulang pagisore,Positif,"[4, 1, 3, 2, 349, 4, 40, 583, 0]"
makan siang gratis,Positif,"[1, 3, 2]"
alih alih mensejehtarakan guru puluh triliun makan siang gratis oke gas ok gas,Positif,"[128, 128, 5765, 125, 764, 161, 1, 3, 2, 219, 267, 805, 267]"
makan gaji rakyat suruh bayar pajak dpr tunggu viral gerak seharusmya tunjang gaji potong makan siang gratis pajak rakyat,Negatif,"[1, 72, 12, 65, 44, 34, 239, 209, 515, 892, 7405, 208, 72, 122, 1, 3, 2, 34, 12]"
buahnyaaa semangkaa tau makan siang gratis menu gin bjir,Netral,"[10021, 10022, 51, 1, 3, 2, 25, 81, 866]"
gua cuan lo kuasa makan siang gratis,Positif,"[77, 1446, 117, 548, 1, 3, 2]"
wkwkwk pangan kui makan siang gratis,Positif,"[257, 194, 3315, 1, 3, 2]"
ivanka dipasangin haris bikin program makan siang gratis,Positif,"[11023, 11024, 11025, 23, 4, 1, 3, 2]"
diskusi narasumber kuliah gratis hitung 71 triliun gratis kampus negeri banding makan siang gratis 1 2 triliun 400an triliun,Positif,"[1239, 3370, 440, 2, 533, 1472, 161, 2, 1348, 111, 103, 1, 3, 2, 55, 84, 161, 8885, 161]"
pesan pribadi makan siang gratis cemilan makan siang sandwichnya bonus susu oke,Positif,"[1555, 269, 1, 3, 2, 5468, 1, 3, 12285, 1135, 63, 219]"
eksploitasi miskin seolaholah makan siang gratis solusi rakyat miskin opini sesat perintah peduli coba kontrol harga sembako eksploitasi miskin perintah,Negatif,"[5501, 66, 5498, 1, 3, 2, 167, 12, 66, 650, 2080, 13, 405, 48, 1445, 49, 682, 5501, 66, 13]"
dukung wowo 58 versi kpu ya sembako makan siang gratis kasihan bowo nyalon gagal 3 hasil jajak lingkung rumah,Positif,"[24, 283, 324, 980, 4085, 6, 682, 1, 3, 2, 776, 2275, 3179, 264, 107, 60, 11437, 1117, 76]"
makan siang gratis siswa papua mbak makanbergizigratis papuabarat papuabaratdaya,Positif,"[1, 3, 2, 36, 314, 9, 156, 5279, 2002]"
makan siang gratis,Positif,"[1, 3, 2]"
makan siang gratis siswa papua mbak makanbergizigratis papuabarat papuabaratdaya,Positif,"[1, 3, 2, 36, 314, 9, 156, 5279, 2002]"
tolol makan siang gratisduitnya apbn uang pajak bayarbukan uang wowo fufufafa,Negatif,"[155, 1, 3, 0, 121, 26, 34, 0, 26, 283, 570]"
didik gratis ya diskusi butuh 71 triliun kampus negeri gratis 1 banding biaya makan siang gizi tel 1 2 triliun 400an triliun,Positif,"[38, 2, 6, 1239, 45, 1472, 161, 1348, 111, 2, 55, 103, 57, 1, 3, 5, 0, 55, 84, 161, 8885, 161]"
program makan siang gratis korupsi gaenak racun gizi dikit gula susu murni kemas full gula tuh,Negatif,"[4, 1, 3, 2, 62, 669, 70, 5, 531, 848, 63, 2453, 2079, 754, 848, 29]"
hemat alokasi makan siang gratis,Positif,"[603, 289, 1, 3, 2]"
makan siang gratis anak indonesia tuh,Netral,"[1, 3, 2, 7, 14, 29]"
makan siang gratis upah guru honorer,Positif,"[1, 3, 2, 1280, 125, 2065]"
good morning serius nyerah makan siang gratis haha 6 puasa gue saran makan siang ramah kantong satwa,Netral,"[1593, 4152, 346, 5281, 1, 3, 2, 2751, 415, 738, 16, 502, 1, 3, 10778, 1140, 4808]"
makan siang gratis nitip nasi kotak menu hokben,Positif,"[1, 3, 2, 3486, 30, 143, 25, 3337]"
makan siang gratis,Positif,"[1, 3, 2]"
receh up viralkan 300t timbun dalam2 daulat negara gadai diam bukti konoha primitive kakak ditawarin didik gratis pilih makan siang gratis sistem hukum adil rusak sistem didik rusak perban asai aseng,Negatif,"[1646, 337, 6189, 2510, 6190, 6191, 2511, 22, 2512, 451, 142, 794, 6192, 604, 2124, 38, 2, 46, 1, 3, 2, 281, 396, 672, 547, 281, 38, 547, 6193, 3976, 2125]"
duluin infrastruktur makan siang gratis makan jalan ya,Positif,"[5060, 463, 1, 3, 2, 1, 40, 6]"
enak ya bocah sekolah jaman saiki uji coba makan siang gratis jaman ku sekolah biyen mek uji coba gontaganti kurikulum karo uji coba gontaganti paket un,Positif,"[31, 6, 623, 8, 372, 9839, 196, 48, 1, 3, 2, 372, 302, 8, 12542, 3801, 196, 48, 0, 2366, 2906, 196, 48, 0, 697, 3313]"
makan siang gratis,Positif,"[1, 3, 2]"
ya allah mimpi buruk banget sekolah p5 debat program makan siang gratis tim pro,Positif,"[6, 256, 790, 387, 20, 8, 6816, 485, 4, 1, 3, 2, 651, 246]"
makan siang racun gratis,Positif,"[1, 3, 70, 2]"
cung makan siang gratis wowo,Positif,"[6014, 1, 3, 2, 283]"
dana makan siang gratis mending beasiswa didik negeri negeri cuy,Positif,"[18, 1, 3, 2, 43, 771, 38, 111, 111, 1657]"
evaluasi program makan siang gratis,Positif,"[329, 4, 1, 3, 2]"
cocok nih menteri2 iur makan siang gratis,Positif,"[368, 50, 5110, 495, 1, 3, 2]"
target makan siang gratis program minggu program into peluang kerja makan gratis maan layak aeluruh keluarga 3x,Positif,"[351, 1, 3, 2, 4, 350, 4, 8759, 735, 39, 1, 2, 8760, 88, 8761, 139, 2236]"
makan siang gratis ajak kantin sekolah kolaborasi,Positif,"[1, 3, 2, 627, 147, 8, 1159]"
sikap rendah hati terima kasih program makan siang gratis wajib aniesbaswedan prabowo dprri jawatimur jawabarat pilpres2024 presiden2024 guru jakarta jawatengah politikindonesia beritaterkini viralvideos dharmapongrekun,Positif,"[810, 487, 360, 53, 17, 4, 1, 3, 2, 475, 7170, 21, 3959, 7171, 7172, 7173, 7174, 125, 160, 3977, 7175, 4316, 7176, 7177]"
no free lunch makan siang gratis iykyk,Positif,"[474, 915, 719, 1, 3, 2, 9048]"
kerja kabinet carut marut aneh survei efek teror makan siang gratis,Netral,"[39, 173, 2041, 2042, 153, 3794, 469, 3795, 1, 3, 2]"
bikin akun iisma ken coba tin sibuk cerdas anak bangsa makan siang gratis,Netral,"[23, 686, 4525, 339, 48, 11491, 303, 188, 7, 100, 1, 3, 2]"
makan ngebuat syukur banget makan dunia 1 orang pilih dm jam 11 tf makan siang ya edisi maksi euy,Positif,"[1, 5473, 59, 20, 1, 216, 55, 11, 46, 3579, 299, 1229, 4356, 1, 3, 6, 3650, 366, 1965]"
makan siang gratis nder kecuali jumat berkah,Positif,"[1, 3, 2, 1047, 628, 203, 263]"
pmrentah nih niat banget hemat cutting budget ya ikn amp makan siang gratis sih,Positif,"[11109, 50, 375, 20, 603, 11110, 170, 6, 131, 64, 1, 3, 2, 10]"
edar video kanal youtube kopi politik makan siang gratis cek fakta referensi,Negatif,"[1101, 234, 10327, 2664, 1644, 333, 1, 3, 2, 563, 446, 2200]"
jumat pagi senam sehat anak indonesia kuat makan siang gratis,Positif,"[203, 211, 4329, 35, 7, 14, 243, 1, 3, 2]"
makan siang gratis,Positif,"[1, 3, 2]"
amazed makan siang gratis,Positif,"[8308, 1, 3, 2]"
bayar makan siang gratis bayarin kabinet gendut,Negatif,"[44, 1, 3, 2, 1242, 173, 311]"
min rumor makan siang gratis mas2 prindapan street food,Netral,"[642, 2554, 1, 3, 2, 6407, 6408, 6409, 265]"
msg makan siang gratis,Positif,"[305, 1, 3, 2]"
selingkuh diew kasih ipong makan siang gratis nder duit pajak kita2,Negatif,"[9029, 9030, 17, 9031, 1, 3, 2, 1047, 37, 34, 3242]"
ide makan siang gratis sampah sih,Netral,"[318, 1, 3, 2, 644, 10]"
momen racun makan siang gratis ancam om om botak wing telanjang,Netral,"[1685, 70, 1, 3, 2, 969, 202, 202, 242, 8167, 1328]"
makan siang gratis 2050,Positif,"[1, 3, 2, 8983]"
makan siang gratis,Positif,"[1, 3, 2]"
maruk ikn kereta cepat makan siang gratis satusatulah sirkuit mandala ancam pakai kayak bandara kertajati,Negatif,"[5327, 131, 1447, 316, 1, 3, 2, 11933, 11934, 11935, 969, 28, 15, 5425, 11936]"
anjrittttpembangunan infratruktur alat2 kantor kena makan siang gratiskamprett,Negatif,"[0, 0, 5484, 349, 274, 1, 3, 0]"
makan siang gratis janji wokk wowoookkkk,Positif,"[1, 3, 2, 67, 8175, 8176]"
makan siang gratis kegotube nikmat video tarik gotube,Positif,"[1, 3, 2, 3985, 220, 234, 390, 3986]"
pindah makan siang gratis sektor putar,Positif,"[1183, 1, 3, 2, 1520, 968]"
yeahhh makan siang gratis,Positif,"[8744, 1, 3, 2]"
buru makan siang gratis,Positif,"[1727, 1, 3, 2]"
the real makan siang gratis,Positif,"[212, 772, 1, 3, 2]"
