tweet,tweet_cleaning,tweet_casefolding,normalisasi,label,tokenize,stopword removal,steming_data
Sejatinya sejak 2014 suara masyarakat Sultra vote for <username> Kebenaran akan menemukan jalannya sendiri . <link>,Sejatinya sejak 2014 suara masyarakat Sultra vote for username Kebenaran akan menemukan jalannya sendiri link,sejati 2014 suara masyarakat sultra vote for username benar temu jalan link,sejati 2014 suara masyarakat sultra vote for username benar temu jalan link,0,"['sejati', '2014', 'suara', 'masyarakat', 'sultra', 'vote', 'for', 'username', 'benar', 'temu', 'jalan', 'link']","['sejati', '2014', 'suara', 'masyarakat', 'sultra', 'vote', 'for', 'username', 'temu', 'jalan', 'link']",sejati 2014 suara masyarakat sultra vote for username temu jalan link
<username> <username> <username> gaaaskeeun <hashtag>,username username username gaaaskeeun hashtag,username username username gaaaskeeun hashtag,username username username gaaaskeeun hashtag,0,"['username', 'username', 'username', 'gaaaskeeun', 'hashtag']","['username', 'username', 'username', 'gaaaskeeun', 'hashtag']",username username username gaaaskeeun hashtag
Jaangan ... jangan dijawab ntar waras diemin saja biar otaknya kebalik kaya kampret <hashtag>,Jaangan jangan dijawab ntar waras diemin saja biar otaknya kebalik kaya kampret hashtag,jaangan ntar waras diemin biar otak balik kaya kampret hashtag,jaangan entar waras diamkan biar otak balik kayak kampret hashtag,1,"['jaangan', 'entar', 'waras', 'diamkan', 'biar', 'otak', 'balik', 'kayak', 'kampret', 'hashtag']","['jaangan', 'entar', 'waras', 'diamkan', 'biar', 'otak', 'kayak', 'kampret', 'hashtag']",jaangan entar waras diam biar otak kayak kampret hashtag
<username> <username> Pasti krn pemerintah skrng yg utama rakyat,username username Pasti krn pemerintah skrng yg utama rakyat,username username krn perintah skrng yg utama rakyat,username username karena perintah sekarang yang utama rakyat,0,"['username', 'username', 'karena', 'perintah', 'sekarang', 'yang', 'utama', 'rakyat']","['username', 'username', 'perintah', 'utama', 'rakyat']",username username perintah utama rakyat
kemana ibu susi kemana ibu mentri yg tangguh srikandi terbaik indonesia yg dilupakan ðŸ˜°ðŸ˜°<hashtag> <hashtag>,kemana ibu susi kemana ibu mentri yg tangguh srikandi terbaik indonesia yg dilupakan ðŸðŸhashtag hashtag,mana sus mana tri yg tangguh srikandi baik indonesia yg lupa hashtag hashtag,mana sus mana tri yang tangguh srikandi baik indonesia yang lupa hashtag hashtag,0,"['mana', 'sus', 'mana', 'tri', 'yang', 'tangguh', 'srikandi', 'baik', 'indonesia', 'yang', 'lupa', 'hashtag', 'hashtag']","['sus', 'tri', 'tangguh', 'srikandi', 'indonesia', 'lupa', 'hashtag', 'hashtag']",sus tri tangguh srikandi indonesia lupa hashtag hashtag
Koruptor / pejabat yang terkena kasus pasti alesanya sakit seperti sudah menjadi tradisi di indonesia . <hashtag>,Koruptor pejabat yang terkena kasus pasti alesanya sakit seperti sudah menjadi tradisi di indonesia hashtag,koruptor jabat kena alesanya sakit tradisi indonesia hashtag,koruptor jabat kena alesanya sakit tradisi indonesia hashtag,0,"['koruptor', 'jabat', 'kena', 'alesanya', 'sakit', 'tradisi', 'indonesia', 'hashtag']","['koruptor', 'jabat', 'kena', 'alesanya', 'sakit', 'tradisi', 'indonesia', 'hashtag']",koruptor jabat kena alesanya sakit tradisi indonesia hashtag
<username> <username> Koau revolusi smua wrga negara digaji pkai ApBN tnpa hrus jd PNS Pejabat Pmnrntahan atau BUMN,username username Koau revolusi smua wrga negara digaji pkai ApBN tnpa hrus jd PNS Pejabat Pmnrntahan atau BUMN,username username koau revolusi smua wrga negara gaji pkai apbn tnpa hrus jd pns jabat pmnrntahan bumn,username username koau revolusi semua wrga negara gaji pakai apbn tanpa harus jadi pns jabat pmnrntahan bumn,0,"['username', 'username', 'koau', 'revolusi', 'semua', 'wrga', 'negara', 'gaji', 'pakai', 'apbn', 'tanpa', 'harus', 'jadi', 'pns', 'jabat', 'pmnrntahan', 'bumn']","['username', 'username', 'koau', 'revolusi', 'wrga', 'negara', 'gaji', 'pakai', 'apbn', 'pns', 'jabat', 'pmnrntahan', 'bumn']",username username koau revolusi wrga negara gaji pakai apbn pns jabat pmnrntahan bumn
<username> Awas jgn Asal ngomong masalah orde Baru apalagi main fitnah tanpa Bukti!!! Nanti kau lenyap bersama masadepan mu Pejabat skrg bisa besar krn jaman iTu <link>,username Awas jgn Asal ngomong masalah orde Baru apalagi main fitnah tanpa Bukti Nanti kau lenyap bersama masadepan mu Pejabat skrg bisa besar krn jaman iTu link,username awas jgn ngomong orde main fitnah bukti kau lenyap masadepan mu jabat skrg krn jaman link,username awas jangan mengomong orde main fitnah bukti kau lenyap masadepan mu jabat sekarang karena jaman link,0,"['username', 'awas', 'jangan', 'mengomong', 'orde', 'main', 'fitnah', 'bukti', 'kau', 'lenyap', 'masadepan', 'mu', 'jabat', 'sekarang', 'karena', 'jaman', 'link']","['username', 'awas', 'mengomong', 'orde', 'main', 'fitnah', 'bukti', 'kau', 'lenyap', 'masadepan', 'mu', 'jabat', 'jaman', 'link']",username awas omong orde main fitnah bukti kau lenyap masadepan mu jabat jaman link
Level kepedulian tertinggi fans terhadap tim kesayangan adalah KRITIK . Kritik akan memacu apresiasi berlebih akan menjatuhkan . Maju terus <username> berantas mafia fans kardus .,Level kepedulian tertinggi fans terhadap tim kesayangan adalah KRITIK Kritik akan memacu apresiasi berlebih akan menjatuhkan Maju terus username berantas mafia fans kardus,level peduli tinggi fans tim sayang kritik kritik pacu apresiasi lebih jatuh maju username berantas mafia fans kardus,level peduli tinggi fan tim sayang kritik kritik pacu apresiasi lebih jatuh maju username berantas mafia fan kardus,0,"['level', 'peduli', 'tinggi', 'fan', 'tim', 'sayang', 'kritik', 'kritik', 'pacu', 'apresiasi', 'lebih', 'jatuh', 'maju', 'username', 'berantas', 'mafia', 'fan', 'kardus']","['level', 'peduli', 'fan', 'tim', 'sayang', 'kritik', 'kritik', 'pacu', 'apresiasi', 'jatuh', 'maju', 'username', 'berantas', 'mafia', 'fan', 'kardus']",level peduli fan tim sayang kritik kritik pacu apresiasi jatuh maju username berantas mafia fan kardus
apa cuma gue yang klo buka youtube selalu ketemu orang ini ðŸ˜‚ <hashtag> <link>,apa cuma gue yang klo buka youtube selalu ketemu orang ini ðŸ hashtag link,gue klo buka youtube ketemu orang  hashtag link,gue kalau buka youtube ketemu orang hashtag link,0,"['gue', 'kalau', 'buka', 'youtube', 'ketemu', 'orang', 'hashtag', 'link']","['gue', 'buka', 'youtube', 'ketemu', 'orang', 'hashtag', 'link']",gue buka youtube ketemu orang hashtag link
<username> <username> <username> Arif Satria rektor IPB,username username username Arif Satria rektor IPB,username username username arif satria rektor ipb,username username username arif satria rektor ipb,0,"['username', 'username', 'username', 'arif', 'satria', 'rektor', 'ipb']","['username', 'username', 'username', 'arif', 'satria', 'rektor', 'ipb']",username username username arif satria rektor ipb
Terima kasih sudah mengajak kami jadi bagian dari ceritamu <hashtag> !,Terima kasih sudah mengajak kami jadi bagian dari ceritamu hashtag,terima kasih ajak cerita hashtag,terima kasih ajak cerita hashtag,0,"['terima', 'kasih', 'ajak', 'cerita', 'hashtag']","['terima', 'kasih', 'ajak', 'cerita', 'hashtag']",terima kasih ajak cerita hashtag
Tdi pas lg ngeliatin abg lg brsihin ember bkas racun dikolam tiba2 timbul rsa haru ðŸ˜¢ kasian ngeliatin ank kolam pd mabukðŸ¤¦â€â™‚ï¸ . sperti anak kecil yg gak dpt duduk dikursi yg didambakan . <hashtag> <hashtag> <hashtag> <hashtag>,Tdi pas lg ngeliatin abg lg brsihin ember bkas racun dikolam tiba2 timbul rsa haru ðŸ kasian ngeliatin ank kolam pd mabukðŸââï sperti anak kecil yg gak dpt duduk dikursi yg didambakan hashtag hashtag hashtag hashtag,tdi pas lg ngeliatin abg lg brsihin ember bkas racun kolam tiba2 timbul rsa haru  kasi ngeliatin ank kolam pd mabuk sperti anak yg gak dpt duduk kursi yg damba hashtag hashtag hashtag hashtag,tadi pas lagi melihati abang lagi brsihin ember bkas racun kolam timbul rsa harus kasih melihati anak kolam pada mabuk seperti anak yang tidak dapat duduk kursi yang damba hashtag hashtag hashtag hashtag,0,"['tadi', 'pas', 'lagi', 'melihati', 'abang', 'lagi', 'brsihin', 'ember', 'bkas', 'racun', 'kolam', 'timbul', 'rsa', 'harus', 'kasih', 'melihati', 'anak', 'kolam', 'pada', 'mabuk', 'seperti', 'anak', 'yang', 'tidak', 'dapat', 'duduk', 'kursi', 'yang', 'damba', 'hashtag', 'hashtag', 'hashtag', 'hashtag']","['pas', 'melihati', 'abang', 'brsihin', 'ember', 'bkas', 'racun', 'kolam', 'timbul', 'rsa', 'kasih', 'melihati', 'anak', 'kolam', 'mabuk', 'anak', 'duduk', 'kursi', 'damba', 'hashtag', 'hashtag', 'hashtag', 'hashtag']",pas lihat abang brsihin ember bkas racun kolam timbul rsa kasih lihat anak kolam mabuk anak duduk kursi damba hashtag hashtag hashtag hashtag
ga pejabat ga pengusaha ga artis semua aja pake brompton apa dayaku yg ngidam fnhon aja belom kebeli <link>,ga pejabat ga pengusaha ga artis semua aja pake brompton apa dayaku yg ngidam fnhon aja belom kebeli link,ga jabat ga usaha ga artis aja pake brompton daya yg ngidam fnhon aja bom kebel link,tidak jabat tidak usaha tidak artis saja pakai brompton daya yang mengidam fnhon saja bom kebel link,0,"['tidak', 'jabat', 'tidak', 'usaha', 'tidak', 'artis', 'saja', 'pakai', 'brompton', 'daya', 'yang', 'mengidam', 'fnhon', 'saja', 'bom', 'kebel', 'link']","['jabat', 'usaha', 'artis', 'pakai', 'brompton', 'daya', 'mengidam', 'fnhon', 'bom', 'kebel', 'link']",jabat usaha artis pakai brompton daya idam fnhon bom kebel link
Kenyataan terpahit adalah kenyataan yang tak setinggi harapan itu . Jadi jangan terlalu tinggi menggantung harapan .,Kenyataan terpahit adalah kenyataan yang tak setinggi harapan itu Jadi jangan terlalu tinggi menggantung harapan,nyata pahit nyata harap gantung harap,nyata pahit nyata harap gantung harap,0,"['nyata', 'pahit', 'nyata', 'harap', 'gantung', 'harap']","['nyata', 'pahit', 'nyata', 'harap', 'gantung', 'harap']",nyata pahit nyata harap gantung harap
Mengungkap Sosok Azura Luna Sosialita Asal Indoensia Diduga Penipu Kelas Kakap <link>,Mengungkap Sosok Azura Luna Sosialita Asal Indoensia Diduga Penipu Kelas Kakap link,ungkap sosok azura luna sosialita indoensia duga tipu kelas kakap link,ungkap sosok azura luna sosialita indoensia duga tipu kelas kakap link,0,"['ungkap', 'sosok', 'azura', 'luna', 'sosialita', 'indoensia', 'duga', 'tipu', 'kelas', 'kakap', 'link']","['sosok', 'azura', 'luna', 'sosialita', 'indoensia', 'duga', 'tipu', 'kelas', 'kakap', 'link']",sosok azura luna sosialita indoensia duga tipu kelas kakap link
<username> <username> <username> Jangan kasih kendor <hashtag>,username username username Jangan kasih kendor hashtag,username username username kasih kendor hashtag,username username username kasih kendor hashtag,0,"['username', 'username', 'username', 'kasih', 'kendor', 'hashtag']","['username', 'username', 'username', 'kasih', 'kendor', 'hashtag']",username username username kasih kendor hashtag
Ayo tanam persatuan selagi masih damai dan aman :) <username> <username> <username> <username> <username> <username> <username> <hashtag> <link>,Ayo tanam persatuan selagi masih damai dan aman username username username username username username username hashtag link,ayo tanam satu selagi damai aman username username username username username username username hashtag link,ayo tanam satu selagi damai aman username username username username username username username hashtag link,0,"['ayo', 'tanam', 'satu', 'selagi', 'damai', 'aman', 'username', 'username', 'username', 'username', 'username', 'username', 'username', 'hashtag', 'link']","['ayo', 'tanam', 'selagi', 'damai', 'aman', 'username', 'username', 'username', 'username', 'username', 'username', 'username', 'hashtag', 'link']",ayo tanam selagi damai aman username username username username username username username hashtag link
<username> Generasi milenial itu punya prestasi <hashtag>,username Generasi milenial itu punya prestasi hashtag,username generasi milenial prestasi hashtag,username generasi milenial prestasi hashtag,0,"['username', 'generasi', 'milenial', 'prestasi', 'hashtag']","['username', 'generasi', 'milenial', 'prestasi', 'hashtag']",username generasi milenial prestasi hashtag
Mending jadi pengusaha saja daripada negara ini jadi ancooor <hashtag>,Mending jadi pengusaha saja daripada negara ini jadi ancooor hashtag,mending usaha negara ancooor hashtag,mending usaha negara ancooor hashtag,1,"['mending', 'usaha', 'negara', 'ancooor', 'hashtag']","['mending', 'usaha', 'negara', 'ancooor', 'hashtag']",mending usaha negara ancooor hashtag
Mampus loe !!! <hashtag> <hashtag> <hashtag> <hashtag> <username> <username>,Mampus loe hashtag hashtag hashtag hashtag username username,mampus loe hashtag hashtag hashtag hashtag username username,mampus lo hashtag hashtag hashtag hashtag username username,0,"['mampus', 'lo', 'hashtag', 'hashtag', 'hashtag', 'hashtag', 'username', 'username']","['mampus', 'lo', 'hashtag', 'hashtag', 'hashtag', 'hashtag', 'username', 'username']",mampus lo hashtag hashtag hashtag hashtag username username
kita ingin menjadi bijaksana tapi mengapa menyuruh mereka untuk menjadi bijak .karena kita egois,kita ingin menjadi bijaksana tapi mengapa menyuruh mereka untuk menjadi bijak karena kita egois,bijaksana suruh bijak egois,bijaksana suruh bijak egois,0,"['bijaksana', 'suruh', 'bijak', 'egois']","['bijaksana', 'suruh', 'bijak', 'egois']",bijaksana suruh bijak egois
<username> <username> <username> lho kok gitu? anda emang ikut partai apa bro?,username username username lho kok gitu anda emang ikut partai apa bro,username username username lho gitu emang partai bro,username username username lho begitu memang partai bro,0,"['username', 'username', 'username', 'lho', 'begitu', 'memang', 'partai', 'bro']","['username', 'username', 'username', 'lho', 'partai', 'bro']",username username username lho partai bro
â€œPerang Propagandaâ€ di Papua <link> <link> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag>,âœPerang Propagandaâ di Papua link link hashtag hashtag hashtag hashtag hashtag hashtag,perang propaganda papua link link hashtag hashtag hashtag hashtag hashtag hashtag,perang propaganda papua link link hashtag hashtag hashtag hashtag hashtag hashtag,0,"['perang', 'propaganda', 'papua', 'link', 'link', 'hashtag', 'hashtag', 'hashtag', 'hashtag', 'hashtag', 'hashtag']","['perang', 'propaganda', 'papua', 'link', 'link', 'hashtag', 'hashtag', 'hashtag', 'hashtag', 'hashtag', 'hashtag']",perang propaganda papua link link hashtag hashtag hashtag hashtag hashtag hashtag
Mari merapat <hashtag> <hashtag>,Mari merapat hashtag hashtag,mari rapat hashtag hashtag,mari rapat hashtag hashtag,0,"['mari', 'rapat', 'hashtag', 'hashtag']","['mari', 'rapat', 'hashtag', 'hashtag']",mari rapat hashtag hashtag
<username> LO KALI YANG BACOT KPOPERS NGATAIN KPOPERS YANG LAIN NGACA AJA DEH LO TOLOL,username LO KALI YANG BACOT KPOPERS NGATAIN KPOPERS YANG LAIN NGACA AJA DEH LO TOLOL,username lo kali bacot kpopers ngatain kpopers ngaca aja deh lo tolol,username lo kali bacot kpopers mengatai kpopers mengaca saja deh lo tolol,0,"['username', 'lo', 'kali', 'bacot', 'kpopers', 'mengatai', 'kpopers', 'mengaca', 'saja', 'deh', 'lo', 'tolol']","['username', 'lo', 'kali', 'bacot', 'kpopers', 'mengatai', 'kpopers', 'mengaca', 'deh', 'lo', 'tolol']",username lo kali bacot kpopers katai kpopers kaca deh lo tolol
dah punya rambut jess ... <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag>§Ù„Ø¹Ø¨_Ù…Ø¹Ø§Ù‡Ù… <link>,dah punya rambut jess hashtag hashtag hashtag hashtag hashtag hashtag hashtagÙØ¹Ø_ÙØ¹ØÙÙ link,dah rambut jess hashtag hashtag hashtag hashtag hashtag hashtag hashtag link,sudah rambut jess hashtag hashtag hashtag hashtag hashtag hashtag hashtag link,0,"['sudah', 'rambut', 'jess', 'hashtag', 'hashtag', 'hashtag', 'hashtag', 'hashtag', 'hashtag', 'hashtag', 'link']","['rambut', 'jess', 'hashtag', 'hashtag', 'hashtag', 'hashtag', 'hashtag', 'hashtag', 'hashtag', 'link']",rambut jess hashtag hashtag hashtag hashtag hashtag hashtag hashtag link
<username> <username> ðŸ˜† ngambek ternyata ada hikmahnya ðŸ˜‰ <hashtag> indonesia maju harus lebih ceria riang gembira lagi dari kabinet kerja yg lalu ðŸ’ƒ,username username ðŸ ngambek ternyata ada hikmahnya ðŸ hashtag indonesia maju harus lebih ceria riang gembira lagi dari kabinet kerja yg lalu ðŸƒ,username username  ngambek hikmah  hashtag indonesia maju ceria riang gembira kabinet kerja yg ,username username mengambek hikmah hashtag indonesia maju ceria riang gembira kabinet kerja yang,0,"['username', 'username', 'mengambek', 'hikmah', 'hashtag', 'indonesia', 'maju', 'ceria', 'riang', 'gembira', 'kabinet', 'kerja', 'yang']","['username', 'username', 'mengambek', 'hikmah', 'hashtag', 'indonesia', 'maju', 'ceria', 'riang', 'gembira', 'kabinet', 'kerja']",username username ambek hikmah hashtag indonesia maju ceria riang gembira kabinet kerja
Airnya sampai masuk Mall . Mau shopping kali ya? Santun banget ya <hashtag> <hashtag> <hashtag>,Airnya sampai masuk Mall Mau shopping kali ya Santun banget ya hashtag hashtag hashtag,air masuk mall shopping kali ya santun banget ya hashtag hashtag hashtag,air masuk mall shopping kali ya santun banget ya hashtag hashtag hashtag,1,"['air', 'masuk', 'mall', 'shopping', 'kali', 'ya', 'santun', 'banget', 'ya', 'hashtag', 'hashtag', 'hashtag']","['air', 'masuk', 'mall', 'shopping', 'kali', 'ya', 'santun', 'banget', 'ya', 'hashtag', 'hashtag', 'hashtag']",air masuk mall shopping kali ya santun banget ya hashtag hashtag hashtag
rismaselamanya kok bisa ya ? para pendukungnya kompak-kompak ayo buk ndang dipilih penggantimu <username> biar puas para pendukungmu <hashtag>,rismaselamanya kok bisa ya para pendukungnya kompakkompak ayo buk ndang dipilih penggantimu username biar puas para pendukungmu hashtag,rismaselamanya ya dukung kompakkompak ayo buk ndang pilih ganti username biar puas dukung hashtag,rismaselamanya ya dukung kompakkompak ayo buk ndang pilih ganti username biar puas dukung hashtag,0,"['rismaselamanya', 'ya', 'dukung', 'kompakkompak', 'ayo', 'buk', 'ndang', 'pilih', 'ganti', 'username', 'biar', 'puas', 'dukung', 'hashtag']","['rismaselamanya', 'ya', 'dukung', 'kompakkompak', 'ayo', 'buk', 'ndang', 'pilih', 'ganti', 'username', 'biar', 'puas', 'dukung', 'hashtag']",rismaselamanya ya dukung kompakkompak ayo buk ndang pilih ganti username biar puas dukung hashtag
