tweet,tweet_cleaning,tweet_casefolding,normalisasi,label,tokenize,stopword removal,steming_data
<username> Mantap coi .....jancuker sejati otak waras....koruptor anjing di pelihara,username Mantap coi jancuker sejati otak waraskoruptor anjing di pelihara,username mantap coi jancuker sejati otak waraskoruptor anjing pelihara,username mantap coi jancuker sejati otak waraskoruptor anjing pelihara,1,"['username', 'mantap', 'coi', 'jancuker', 'sejati', 'otak', 'waraskoruptor', 'anjing', 'pelihara']","['username', 'mantap', 'coi', 'jancuker', 'sejati', 'otak', 'waraskoruptor', 'anjing', 'pelihara']",username mantap coi jancuker sejati otak waraskoruptor anjing pelihara
kalau punya akal waras sih harusnya tidak puas menyebar hoax dan mengakui hoax .,kalau punya akal waras sih harusnya tidak puas menyebar hoax dan mengakui hoax,akal waras sih puas sebar hoax aku hoax,akal waras sih puas sebar hoax aku hoax,1,"['akal', 'waras', 'sih', 'puas', 'sebar', 'hoax', 'aku', 'hoax']","['akal', 'waras', 'sih', 'puas', 'sebar', 'hoax', 'hoax']",akal waras sih puas sebar hoax hoax
Ternyata surga itu dekat jakrta Mabuk agama menikmati diskotik <username>,Ternyata surga itu dekat jakrta Mabuk agama menikmati diskotik username,surga jakrta mabuk agama nikmat diskotik username,surga jakrta mabuk agama nikmat diskotik username,1,"['surga', 'jakrta', 'mabuk', 'agama', 'nikmat', 'diskotik', 'username']","['surga', 'jakrta', 'mabuk', 'agama', 'nikmat', 'diskotik', 'username']",surga jakrta mabuk agama nikmat diskotik username
Jangan coba melawan alam dengan kekuatan kata kata dan toa Kamu akan semakin dipermalukan bapak Anies . <hashtag>,Jangan coba melawan alam dengan kekuatan kata kata dan toa Kamu akan semakin dipermalukan bapak Anies hashtag,coba lawan alam kuat toa malu anies hashtag,coba lawan alam kuat toa malu anies hashtag,1,"['coba', 'lawan', 'alam', 'kuat', 'toa', 'malu', 'anies', 'hashtag']","['coba', 'lawan', 'alam', 'kuat', 'toa', 'malu', 'anies', 'hashtag']",coba lawan alam kuat toa malu anies hashtag
<username> Mulia sekali suami tersebut rela menjual istrinya dgn harga murah demi memenuhi kebutuhan sehari-hari.,username Mulia sekali suami tersebut rela menjual istrinya dgn harga murah demi memenuhi kebutuhan seharihari,username mulia suami rela jual istri dgn harga murah penuh butuh seharihari,username mulia suami rela jual istri dengan harga murah penuh butuh seharihari,1,"['username', 'mulia', 'suami', 'rela', 'jual', 'istri', 'dengan', 'harga', 'murah', 'penuh', 'butuh', 'seharihari']","['username', 'mulia', 'suami', 'rela', 'jual', 'istri', 'harga', 'murah', 'penuh', 'butuh', 'seharihari']",username mulia suami rela jual istri harga murah penuh butuh seharihari
Alhamdulillaaaaaah air berkah kalau banjir begini anies tidak akan nongol kalau sudah habis baru muncul lalu pengikut sampahnya teriak solusi anies,Alhamdulillaaaaaah air berkah kalau banjir begini anies tidak akan nongol kalau sudah habis baru muncul lalu pengikut sampahnya teriak solusi anies,alhamdulillaaaaaah air berkah banjir anies nongol habis muncul ikut sampah teriak solusi anies,alhamdulillaaaaaah air berkah banjir anies nongol habis muncul ikut sampah teriak solusi anies,1,"['alhamdulillaaaaaah', 'air', 'berkah', 'banjir', 'anies', 'nongol', 'habis', 'muncul', 'ikut', 'sampah', 'teriak', 'solusi', 'anies']","['alhamdulillaaaaaah', 'air', 'berkah', 'banjir', 'anies', 'nongol', 'habis', 'muncul', 'sampah', 'teriak', 'solusi', 'anies']",alhamdulillaaaaaah air berkah banjir anies nongol habis muncul sampah teriak solusi anies
aku kokoh dukung 01 karna ku tau sang bahadur yang kau bagakkan nyatanya hanyalah seorang yang lemah .,aku kokoh dukung 01 karna ku tau sang bahadur yang kau bagakkan nyatanya hanyalah seorang yang lemah,kokoh dukung 01 karna ku tau sang bahadur kau bagak lemah,kokoh dukung 01 karena ku tau sang bahadur kau bagak lemah,1,"['kokoh', 'dukung', '01', 'karena', 'ku', 'tau', 'sang', 'bahadur', 'kau', 'bagak', 'lemah']","['kokoh', 'dukung', '01', 'ku', 'tau', 'sang', 'bahadur', 'kau', 'bagak', 'lemah']",kokoh dukung 01 ku tau sang bahadur kau bagak lemah
Saya rela mengembalikan kepada negara TAPI ....... kalau rela tidak harus pakai tapi dong bapak <username> Bilang saja Saya yang menguasai dan saya tidak rela bagi2 :D,Saya rela mengembalikan kepada negara TAPI kalau rela tidak harus pakai tapi dong bapak username Bilang saja Saya yang menguasai dan saya tidak rela bagi2 D,rela kembali negara rela pakai username bilang kuasa rela bagi2 d,rela kembali negara rela pakai username bilang kuasa rela di,1,"['rela', 'kembali', 'negara', 'rela', 'pakai', 'username', 'bilang', 'kuasa', 'rela', 'di']","['rela', 'negara', 'rela', 'pakai', 'username', 'bilang', 'kuasa', 'rela']",rela negara rela pakai username bilang kuasa rela
<username> <username> <username> <username> <username> Maksa saja jadi pinter kasihan setress tidak berujung yaa?????????? lanjutkan deh,username username username username username Maksa saja jadi pinter kasihan setress tidak berujung yaa lanjutkan deh,username username username username username maksa pinter kasihan setress ujung yaa lanjut deh,username username username username username maksa pintar kasihan setress ujung ya lanjut deh,1,"['username', 'username', 'username', 'username', 'username', 'maksa', 'pintar', 'kasihan', 'setress', 'ujung', 'ya', 'lanjut', 'deh']","['username', 'username', 'username', 'username', 'username', 'maksa', 'pintar', 'kasihan', 'setress', 'ujung', 'ya', 'deh']",username username username username username maksa pintar kasihan setress ujung ya deh
Jubir Pinter kelancaran nyerocosnya taunya bosnya ngebantah ??????????,Jubir Pinter kelancaran nyerocosnya taunya bosnya ngebantah,jubir pinter lancar nyerocos tau bos ngebantah,jubir pintar lancar mencerocos tau bos ngebantah,1,"['jubir', 'pintar', 'lancar', 'mencerocos', 'tau', 'bos', 'ngebantah']","['jubir', 'pintar', 'lancar', 'mencerocos', 'tau', 'bos', 'ngebantah']",jubir pintar lancar cerocos tau bos ngebantah
Hasil sangat maksimal bapak <username> saya salut dengan anda karna bisa menenggelamkan Kota DKI Jakarta sehingga masyarakat sangat antusias nyari poskoÂ² buat ngungsi . <hashtag>,Hasil sangat maksimal bapak username saya salut dengan anda karna bisa menenggelamkan Kota DKI Jakarta sehingga masyarakat sangat antusias nyari poskoÂ² buat ngungsi hashtag,hasil maksimal username salut karna tenggelam kota dki jakarta masyarakat antusias nyari posko ngungsi hashtag,hasil maksimal username salut karena tenggelam kota dki jakarta masyarakat antusias mencari posko ngungsi hashtag,1,"['hasil', 'maksimal', 'username', 'salut', 'karena', 'tenggelam', 'kota', 'dki', 'jakarta', 'masyarakat', 'antusias', 'mencari', 'posko', 'ngungsi', 'hashtag']","['hasil', 'maksimal', 'username', 'salut', 'tenggelam', 'kota', 'dki', 'jakarta', 'masyarakat', 'antusias', 'mencari', 'posko', 'ngungsi', 'hashtag']",hasil maksimal username salut tenggelam kota dki jakarta masyarakat antusias cari posko ngungsi hashtag
Terima kasih bapak <username> sudah menunaikan janjinya .... <hashtag>,Terima kasih bapak username sudah menunaikan janjinya hashtag,terima kasih username tunai janji hashtag,terima kasih username tunai janji hashtag,1,"['terima', 'kasih', 'username', 'tunai', 'janji', 'hashtag']","['terima', 'kasih', 'username', 'tunai', 'janji', 'hashtag']",terima kasih username tunai janji hashtag
Pidatonya Prabohong boleh ber api-api namun isi tidak karuan dan Hoax belaka . memang mau mimpin negara bermodal suara lantang doang .,Pidatonya Prabohong boleh ber apiapi namun isi tidak karuan dan Hoax belaka memang mau mimpin negara bermodal suara lantang doang,pidato prabohong ber apiapi isi karuan hoax belaka mimpin negara modal suara lantang doang,pidato prabohong ber apiapi isi karuan hoax belaka mimpin negara modal suara lantang doang,1,"['pidato', 'prabohong', 'ber', 'apiapi', 'isi', 'karuan', 'hoax', 'belaka', 'mimpin', 'negara', 'modal', 'suara', 'lantang', 'doang']","['pidato', 'prabohong', 'ber', 'apiapi', 'isi', 'karuan', 'hoax', 'belaka', 'mimpin', 'negara', 'modal', 'suara', 'lantang', 'doang']",pidato prabohong ber apiapi isi karuan hoax belaka mimpin negara modal suara lantang doang
Kalau ini namanya bukan doa yang ditukar tapi isi otak mu yang ketakar <username>,Kalau ini namanya bukan doa yang ditukar tapi isi otak mu yang ketakar username,nama doa tukar isi otak mu ketakar username,nama doa tukar isi otak mu ketakar username,1,"['nama', 'doa', 'tukar', 'isi', 'otak', 'mu', 'ketakar', 'username']","['nama', 'doa', 'tukar', 'isi', 'otak', 'mu', 'ketakar', 'username']",nama doa tukar isi otak mu ketakar username
bapak Anies Baswedan memang tidak punya kekurangan. Banyak lebihnya kelebihan air misalnya.,bapak Anies Baswedan memang tidak punya kekurangan Banyak lebihnya kelebihan air misalnya,anies baswedan kurang lebih lebih air,anies baswedan kurang lebih lebih air,1,"['anies', 'baswedan', 'kurang', 'lebih', 'lebih', 'air']","['anies', 'baswedan', 'air']",anies baswedan air
Alhamdulillah Aku semakin mantab pilih 01 . Aku tuh sbnrnya pengin banget ngelayat tapi gimana dong kalau orgnya blm mati <hashtag>,Alhamdulillah Aku semakin mantab pilih 01 Aku tuh sbnrnya pengin banget ngelayat tapi gimana dong kalau orgnya blm mati hashtag,alhamdulillah mantab pilih 01 tuh sbnrnya pengin banget ngelayat gimana orgnya blm mati hashtag,alhamdulillah mantab pilih 01 tuh sbnrnya pengin banget ngelayat bagaimana orgnya belum mati hashtag,1,"['alhamdulillah', 'mantab', 'pilih', '01', 'tuh', 'sbnrnya', 'pengin', 'banget', 'ngelayat', 'bagaimana', 'orgnya', 'belum', 'mati', 'hashtag']","['alhamdulillah', 'mantab', 'pilih', '01', 'tuh', 'sbnrnya', 'pengin', 'banget', 'ngelayat', 'orgnya', 'mati', 'hashtag']",alhamdulillah mantab pilih 01 tuh sbnrnya pengin banget ngelayat orgnya mati hashtag
Wis pakde rasah ngoyo2 kerjanya ..... yang hobby nyanyi ma mangkrak kanan kiri ja bisa 2 periode :( :( :(,Wis pakde rasah ngoyo2 kerjanya yang hobby nyanyi ma mangkrak kanan kiri ja bisa 2 periode,wis pakde rasah ngoyo2 kerja hobby nyanyi ma mangkrak kanan kiri ja 2 periode,wis pakde rasah ngoyo2 kerja hobby nyanyi sama mangkrak kanan kiri saja 2 periode,1,"['wis', 'pakde', 'rasah', 'ngoyo2', 'kerja', 'hobby', 'nyanyi', 'sama', 'mangkrak', 'kanan', 'kiri', 'saja', '2', 'periode']","['wis', 'pakde', 'rasah', 'ngoyo2', 'kerja', 'hobby', 'nyanyi', 'mangkrak', 'kanan', 'kiri', '2', 'periode']",wis pakde rasah ngoyo2 kerja hobby nyanyi mangkrak kanan kiri 2 periode
Katanya sayang ulama tapi di datengin ke istana malah di tembakin gas air mata,Katanya sayang ulama tapi di datengin ke istana malah di tembakin gas air mata,sayang ulama datengin istana tembakin gas air mata,sayang ulama datengin istana tembakin gas air mata,1,"['sayang', 'ulama', 'datengin', 'istana', 'tembakin', 'gas', 'air', 'mata']","['sayang', 'ulama', 'datengin', 'istana', 'tembakin', 'gas', 'air', 'mata']",sayang ulama datengin istana tembakin gas air mata
<username> <username> <hashtag> saya TAULAH SIAPA yang SUKA TERIAK2 SAYA NKRI SAYA PANCASILA TAPI SEMUA DIJUALIN DAN MAU saja JADI JONGOS CINA!!!.,username username hashtag saya TAULAH SIAPA yang SUKA TERIAK2 SAYA NKRI SAYA PANCASILA TAPI SEMUA DIJUALIN DAN MAU saja JADI JONGOS CINA,username username hashtag tau suka teriak2 nkri pancasila dijualin jongos cina,username username hashtag tau suka teriak2 nkri pancasila dijualin jongos cina,1,"['username', 'username', 'hashtag', 'tau', 'suka', 'teriak2', 'nkri', 'pancasila', 'dijualin', 'jongos', 'cina']","['username', 'username', 'hashtag', 'tau', 'suka', 'teriak2', 'nkri', 'pancasila', 'dijualin', 'jongos', 'cina']",username username hashtag tau suka teriak2 nkri pancasila dijualin jongos cina
Selamat Warga DKI 58 Sudah Dibikinin Toa Yang Mahal Tinggal Dikasih Lagu Titanic ... Pas Tenggelam Dinyanyiin <hashtag>,Selamat Warga DKI 58 Sudah Dibikinin Toa Yang Mahal Tinggal Dikasih Lagu Titanic Pas Tenggelam Dinyanyiin hashtag,selamat warga dki 58 dibikinin toa mahal tinggal kasih lagu titanic pas tenggelam dinyanyiin hashtag,selamat warga dki 58 dibikinin toa mahal tinggal kasih lagu titanic pas tenggelam dinyanyikan hashtag,1,"['selamat', 'warga', 'dki', '58', 'dibikinin', 'toa', 'mahal', 'tinggal', 'kasih', 'lagu', 'titanic', 'pas', 'tenggelam', 'dinyanyikan', 'hashtag']","['selamat', 'warga', 'dki', '58', 'dibikinin', 'toa', 'mahal', 'tinggal', 'kasih', 'lagu', 'titanic', 'pas', 'tenggelam', 'dinyanyikan', 'hashtag']",selamat warga dki 58 dibikinin toa mahal tinggal kasih lagu titanic pas tenggelam nyanyi hashtag
Semua orang waras yang mendengarkan pasti geleng2 kepala ia bukan keras tapi ngawur isi pidatonya tidak karuan.,Semua orang waras yang mendengarkan pasti geleng2 kepala ia bukan keras tapi ngawur isi pidatonya tidak karuan,orang waras dengar geleng2 kepala keras ngawur isi pidato karuan,orang waras dengar geleng2 kepala keras ngawur isi pidato karuan,1,"['orang', 'waras', 'dengar', 'geleng2', 'kepala', 'keras', 'ngawur', 'isi', 'pidato', 'karuan']","['orang', 'waras', 'dengar', 'geleng2', 'kepala', 'keras', 'ngawur', 'isi', 'pidato', 'karuan']",orang waras dengar geleng2 kepala keras ngawur isi pidato karuan
wow...!!! di canberra...pidato pakai bahasa indonesia..?? nasionalis banget bapak...?? sia-sia TOEFL saya... ?? <hashtag>,wow di canberrapidato pakai bahasa indonesia nasionalis banget bapak siasia TOEFL saya hashtag,wow canberrapidato pakai bahasa indonesia nasionalis banget siasia toefl hashtag,wow canberrapidato pakai bahasa indonesia nasionalis banget siasia toefl hashtag,1,"['wow', 'canberrapidato', 'pakai', 'bahasa', 'indonesia', 'nasionalis', 'banget', 'siasia', 'toefl', 'hashtag']","['wow', 'canberrapidato', 'pakai', 'bahasa', 'indonesia', 'nasionalis', 'banget', 'siasia', 'toefl', 'hashtag']",wow canberrapidato pakai bahasa indonesia nasionalis banget siasia toefl hashtag
Kenapa saya memberiken apresiasi yang tinggi? Krn i KafirÂ saja ndak sanggup ngasih penghargaan seperti itu malah nutup diskotik,Kenapa saya memberiken apresiasi yang tinggi Krn i KafirÂ saja ndak sanggup ngasih penghargaan seperti itu malah nutup diskotik,memberiken apresiasi krn i kafir ndak sanggup ngasih harga nutup diskotik,memberiken apresiasi karena i kafir indak sanggup mengasih harga nutup diskotik,1,"['memberiken', 'apresiasi', 'karena', 'i', 'kafir', 'indak', 'sanggup', 'mengasih', 'harga', 'nutup', 'diskotik']","['memberiken', 'apresiasi', 'i', 'kafir', 'indak', 'sanggup', 'mengasih', 'harga', 'nutup', 'diskotik']",memberiken apresiasi i kafir indak sanggup asih harga nutup diskotik
<username> Anis memang pintar pintar memanfaatkan situasi terlaksana atau tidak itu bukan bagian tanggungjawab nya tinggal ngeles saja,username Anis memang pintar pintar memanfaatkan situasi terlaksana atau tidak itu bukan bagian tanggungjawab nya tinggal ngeles saja,username anis pintar pintar manfaat situasi laksana tanggungjawab nya tinggal ngeles,username anis pintar pintar manfaat situasi laksana tanggungjawab ya tinggal ngeles,1,"['username', 'anis', 'pintar', 'pintar', 'manfaat', 'situasi', 'laksana', 'tanggungjawab', 'ya', 'tinggal', 'ngeles']","['username', 'anis', 'pintar', 'pintar', 'manfaat', 'situasi', 'laksana', 'tanggungjawab', 'ya', 'tinggal', 'ngeles']",username anis pintar pintar manfaat situasi laksana tanggungjawab ya tinggal ngeles
Bapak anies sudah membuktikan hasilnya terimakasih bapak anies <hashtag> <hashtag>,Bapak anies sudah membuktikan hasilnya terimakasih bapak anies hashtag hashtag,anies bukti hasil terimakasih anies hashtag hashtag,anies bukti hasil terimakasih anies hashtag hashtag,1,"['anies', 'bukti', 'hasil', 'terimakasih', 'anies', 'hashtag', 'hashtag']","['anies', 'bukti', 'hasil', 'terimakasih', 'anies', 'hashtag', 'hashtag']",anies bukti hasil terimakasih anies hashtag hashtag
<username> ini sebetulnya banyak di isi orang-orang pintar .. Pintar ngeles??,username ini sebetulnya banyak di isi orangorang pintar Pintar ngeles,username isi orangorang pintar pintar ngeles,username isi orangorang pintar pintar ngeles,1,"['username', 'isi', 'orangorang', 'pintar', 'pintar', 'ngeles']","['username', 'isi', 'orangorang', 'pintar', 'pintar', 'ngeles']",username isi orangorang pintar pintar ngeles
<username> <username> <username> <username> Iyaa kak anak2 Skrang tidak pandai mempelajari sejarah tapi untuk korupsi sekelas pejabat kitaa syukurlah makin tahun makin mengalami peningkatan semua berjalan sistematis dan terstruktur ..,username username username username Iyaa kak anak2 Skrang tidak pandai mempelajari sejarah tapi untuk korupsi sekelas pejabat kitaa syukurlah makin tahun makin mengalami peningkatan semua berjalan sistematis dan terstruktur,username username username username iyaa kak anak2 skrang pandai ajar sejarah korupsi kelas jabat kitaa syukur alami tingkat jalan sistematis struktur,username username username username iya kak sekarang pandai ajar sejarah korupsi kelas jabat kita syukur alami tingkat jalan sistematis struktur,1,"['username', 'username', 'username', 'username', 'iya', 'kak', 'sekarang', 'pandai', 'ajar', 'sejarah', 'korupsi', 'kelas', 'jabat', 'kita', 'syukur', 'alami', 'tingkat', 'jalan', 'sistematis', 'struktur']","['username', 'username', 'username', 'username', 'iya', 'kak', 'pandai', 'ajar', 'sejarah', 'korupsi', 'kelas', 'jabat', 'syukur', 'alami', 'tingkat', 'jalan', 'sistematis', 'struktur']",username username username username iya kak pandai ajar sejarah korupsi kelas jabat syukur alami tingkat jalan sistematis struktur
Sebenarnya kalau dipikir ulang Anies itu baik loh Mencoba menepati janji kampanye . tidak akan ada penggusuran . Tidak menggusur = tidak normalisasi . Ya begini hasilnya .. banjirrrr guyss .. Pimpinan DPR Minta Anies Kebut Normalisasi <hashtag>,Sebenarnya kalau dipikir ulang Anies itu baik loh Mencoba menepati janji kampanye tidak akan ada penggusuran Tidak menggusur tidak normalisasi Ya begini hasilnya banjirrrr guyss Pimpinan DPR Minta Anies Kebut Normalisasi hashtag,pikir ulang anies loh coba tepat janji kampanye gusur gusur normalisasi ya hasil banjirrrr guyss pimpin dpr anies kebut normalisasi hashtag,pikir ulang anies loh coba tepat janji kampanye gusur gusur normalisasi ya hasil banjirrrr guyss pimpin dpr anies kebut normalisasi hashtag,1,"['pikir', 'ulang', 'anies', 'loh', 'coba', 'tepat', 'janji', 'kampanye', 'gusur', 'gusur', 'normalisasi', 'ya', 'hasil', 'banjirrrr', 'guyss', 'pimpin', 'dpr', 'anies', 'kebut', 'normalisasi', 'hashtag']","['pikir', 'ulang', 'anies', 'loh', 'coba', 'janji', 'kampanye', 'gusur', 'gusur', 'normalisasi', 'ya', 'hasil', 'banjirrrr', 'guyss', 'pimpin', 'dpr', 'anies', 'kebut', 'normalisasi', 'hashtag']",pikir ulang anies loh coba janji kampanye gusur gusur normalisasi ya hasil banjirrrr guyss pimpin dpr anies kebut normalisasi hashtag
